ID,candidate,date,units,event,occur_count,svrty_level
1555,ABCDE00002,34302,4275,Component22_maxSensorC_High,1,2
1556,ABCDE00002,34302,4275,Component22_maxSensorC_High,1,1
1557,ABCDE00002,34302,4275,Component1_SensorJ_exceededLimit,1,1
1558,ABCDE00002,34302,4275,Component1_SensorJ_exceededLimit,1,1
1559,ABCDE00002,34302,4275,Component20_maxSensorC_High,2,1
1560,ABCDE00002,34304,4294,Component13_SensorB_Low,1,3
1561,ABCDE00002,34304,4294,Component1_SensorJ_exceededLimit,1,1
1562,ABCDE00002,34304,4294,Component20_maxSensorC_High,1,1
1563,ABCDE00002,34308,4332,Component2_discreteSensorH_Up,1,2
1564,ABCDE00002,34308,4332,Component22_maxSensorC_High,1,1
1565,ABCDE00002,34308,4332,Component20_maxSensorC_High,1,1
1566,ABCDE00002,34310,4351,Component25_discreteaSensorE_Limit,1,2
1567,ABCDE00002,34310,4351,Component1_SensorJ_exceededLimit,1,1
1568,ABCDE00002,34310,4351,Component20_maxSensorC_High,1,1
1569,ABCDE00002,34310,4351,Component20_maxSensorC_High,1,1
1570,ABCDE00002,34312,4371,Component13_SensorB_Low,1,3
1571,ABCDE00002,34312,4371,Component13_SensorB_Low,2,3
1572,ABCDE00002,34314,4390,Component22_maxSensorC_High,1,1
1573,ABCDE00002,34314,4390,Component22_maxSensorC_High,1,1
1574,ABCDE00002,34314,4390,Component24_maxSensorC_High,1,1
1575,ABCDE00002,34316,4409,Component20_maxSensorC_High,1,1
1576,ABCDE00002,34316,4409,Component1_SensorJ_exceededLimit,1,1
1577,ABCDE00002,34318,4429,Component2_discreteSensorH_Up,2,2
1578,ABCDE00002,34318,4429,Component13_SensorB_Low,1,3
1579,ABCDE00002,34318,4429,Component1_SensorJ_exceededLimit,1,1
1580,ABCDE00002,34320,4448,Component13_SensorB_Low,1,3
1581,ABCDE00002,34322,4468,Component13_SensorB_Low,1,3
1582,ABCDE00002,34322,4468,Component1_SensorJ_exceededLimit,1,1
1583,ABCDE00002,34324,4487,Component23_FluidB_SensorA_High,1,2
1584,ABCDE00002,34324,4487,Component13_SensorB_Low,1,3
1585,ABCDE00002,34324,4487,Component16_FluidB_SensorA_High,1,2
1586,ABCDE00002,34326,4507,Component2_discreteSensorH_Up,1,2
1587,ABCDE00002,34326,4507,Component2_discreteSensorH_Up,2,2
1588,ABCDE00002,34326,4507,Component23_FluidB_SensorA_High,1,2
1589,ABCDE00002,34326,4507,Component13_SensorB_Low,1,3
1590,ABCDE00002,34326,4507,Component1_SensorJ_exceededLimit,1,1
1591,ABCDE00002,34326,4507,Component1_SensorJ_exceededLimit,1,1
1592,ABCDE00002,34326,4507,Component16_FluidB_SensorA_High,1,2
1593,ABCDE00002,34328,4526,Component22_maxSensorC_High,1,1
1594,ABCDE00002,34328,4526,Component14_discreteSensorD_Low,7,2
1595,ABCDE00002,34330,4546,Component2_discreteSensorH_Up,1,2
1596,ABCDE00002,34330,4546,Component22_maxSensorC_High,1,1
1597,ABCDE00002,34330,4546,Component20_maxSensorC_High,1,1
1598,ABCDE00002,34332,4565,Component2_discreteSensorH_Up,1,2
1599,ABCDE00002,34332,4565,Component13_SensorB_Low,1,3
1600,ABCDE00002,34334,4584,Component23_FluidB_SensorA_High,1,2
1601,ABCDE00002,34334,4584,Component13_SensorB_Low,1,3
1602,ABCDE00002,34334,4584,Component16_FluidB_SensorA_High,1,2
1603,ABCDE00002,34336,4604,Component2_discreteSensorH_Up,1,2
1604,ABCDE00002,34336,4604,Component22_maxSensorC_High,1,1
1605,ABCDE00002,34336,4604,Component22_maxSensorC_High,1,1
1606,ABCDE00002,34336,4604,Component22_maxSensorC_High,2,1
1607,ABCDE00002,34336,4604,Component1_SensorJ_exceededLimit,1,1
1608,ABCDE00002,34336,4604,Component20_maxSensorC_High,1,2
1609,ABCDE00002,34338,4623,Component2_discreteSensorH_Up,1,2
1610,ABCDE00002,34338,4623,Component20_maxSensorC_High,1,1
1611,ABCDE00002,34338,4623,Component20_maxSensorC_High,1,1
1612,ABCDE00002,34338,4623,Component1_SensorJ_exceededLimit,1,1
1613,ABCDE00002,34340,4643,Component2_discreteSensorH_Up,3,2
1614,ABCDE00002,34340,4643,Component2_discreteSensorH_Up,3,2
1615,ABCDE00002,34340,4643,Component22_maxSensorC_High,1,1
1616,ABCDE00002,34340,4643,Component13_SensorB_Low,1,3
1617,ABCDE00002,34340,4643,Component13_SensorB_Low,1,3
1618,ABCDE00002,34340,4643,Component16_FluidB_SensorA_High,1,2
1619,ABCDE00002,34342,4662,Component2_discreteSensorH_Up,4,2
1620,ABCDE00002,34342,4662,Component2_discreteSensorH_Up,1,2
1621,ABCDE00002,34342,4662,Component2_discreteSensorH_Up,1,2
1622,ABCDE00002,34342,4662,Component13_SensorB_Low,1,3
1623,ABCDE00002,34344,4682,Component25_discreteaSensorE_Limit,1,2
1624,ABCDE00002,34344,4682,Component20_maxSensorC_High,1,1
1625,ABCDE00002,34344,4682,Component20_maxSensorC_High,1,1
1626,ABCDE00002,34346,4701,Component2_discreteSensorH_Up,1,2
1627,ABCDE00002,34346,4701,Component20_maxSensorC_High,1,1
1628,ABCDE00002,34346,4701,Component20_maxSensorC_High,1,1
1629,ABCDE00002,34348,4720,Component2_discreteSensorH_Up,3,2
1630,ABCDE00002,34348,4720,Component22_maxSensorC_High,1,1
1631,ABCDE00002,34348,4720,Component13_SensorB_Low,1,3
1632,ABCDE00002,34348,4720,Component20_maxSensorC_High,1,1
1633,ABCDE00002,34348,4720,Component20_maxSensorC_High,1,1
1634,ABCDE00002,34348,4720,Component20_maxSensorC_High,1,1
1635,ABCDE00002,34348,4720,Component20_maxSensorC_High,4,1
1636,ABCDE00002,34348,4720,Component20_maxSensorC_High,1,1
1637,ABCDE00002,34350,4740,Component2_discreteSensorH_Up,5,2
1638,ABCDE00002,34350,4740,Component1_SensorJ_exceededLimit,1,1
1639,ABCDE00002,34350,4740,Component20_maxSensorC_High,1,1
1640,ABCDE00002,34352,4759,Component13_SensorB_Low,1,3
1641,ABCDE00002,34352,4759,Component20_maxSensorC_High,1,1
1642,ABCDE00002,34354,4779,Component2_discreteSensorH_Up,1,2
1643,ABCDE00002,34354,4779,Component22_maxSensorC_High,1,1
1644,ABCDE00002,34354,4779,Component20_maxSensorC_High,1,1
1645,ABCDE00002,34354,4779,Component20_maxSensorC_High,1,1
1646,ABCDE00002,34356,4798,Component2_discreteSensorH_Up,1,2
1647,ABCDE00002,34356,4798,Component2_discreteSensorH_Up,1,2
1648,ABCDE00002,34356,4798,Component22_maxSensorC_High,2,1
1649,ABCDE00002,34356,4798,Component22_maxSensorC_High,1,1
1650,ABCDE00002,34356,4798,Component20_maxSensorC_High,1,1
1651,ABCDE00002,34358,4818,Component24_maxSensorC_High,1,1
1652,ABCDE00002,34360,4837,Component2_discreteSensorH_Up,2,2
1653,ABCDE00002,34360,4837,Component13_SensorB_Low,1,3
1654,ABCDE00002,34360,4837,Component20_maxSensorC_High,1,1
1655,ABCDE00002,34360,4837,Component20_maxSensorC_High,1,1
1656,ABCDE00002,34362,4857,Component27_SensorA_High,1,2
1657,ABCDE00002,34362,4857,Component13_SensorB_Low,1,3
1658,ABCDE00002,34362,4857,Component20_maxSensorC_High,1,1
1659,ABCDE00002,34362,4857,Component20_maxSensorC_High,1,1
1660,ABCDE00002,34362,4857,Component20_maxSensorC_High,2,1
1661,ABCDE00002,34362,4857,Component20_maxSensorC_High,1,1
1662,ABCDE00002,34362,4857,Component20_maxSensorC_High,1,1
1663,ABCDE00002,34364,4876,Component23_FluidB_SensorA_High,1,2
1664,ABCDE00002,34364,4876,Component27_SensorA_High,1,2
1665,ABCDE00002,34364,4876,Component13_SensorB_Low,2,3
1666,ABCDE00002,34364,4876,Component13_SensorB_Low,1,3
1667,ABCDE00002,34364,4876,Component13_SensorB_Low,1,3
1668,ABCDE00002,34364,4876,Component16_FluidB_SensorA_High,1,2
1669,ABCDE00002,34364,4876,Component20_maxSensorC_High,1,1
1670,ABCDE00002,34366,4895,B_Component10_FluidB_SensorA_High,1,2
1671,ABCDE00002,34366,4895,Component23_FluidB_SensorA_High,1,2
1672,ABCDE00002,34366,4895,Component22_maxSensorC_High,1,1
1673,ABCDE00002,34366,4895,Component22_maxSensorC_High,1,1
1674,ABCDE00002,34366,4895,A_Component10_FluidB_SensorA_High,1,2
1675,ABCDE00002,34366,4895,Component16_FluidB_SensorA_High,1,2
1676,ABCDE00002,34368,4915,Component23_FluidB_SensorA_High,2,2
1677,ABCDE00002,34368,4915,Component23_FluidB_SensorA_High,1,2
1678,ABCDE00002,34368,4915,Component27_SensorA_High,1,2
1679,ABCDE00002,34368,4915,Component16_FluidB_SensorA_High,2,2
1680,ABCDE00002,34368,4915,Component16_FluidB_SensorA_High,1,2
1681,ABCDE00002,34368,4915,Component20_maxSensorC_High,1,1
1682,ABCDE00002,34368,4915,Component20_maxSensorC_High,1,1
1683,ABCDE00002,34368,4915,Component20_maxSensorC_High,2,1
1684,ABCDE00002,34368,4915,Component20_maxSensorC_High,1,1
1685,ABCDE00002,34368,4915,Component20_maxSensorC_High,1,1
1686,ABCDE00002,34368,4915,Component1_SensorJ_exceededLimit,1,1
1687,ABCDE00002,34370,4934,Component27_SensorA_High,1,2
1688,ABCDE00002,34370,4934,Component13_SensorB_Low,1,3
1689,ABCDE00002,34370,4934,Component1_SensorG_Limit,1,2
1690,ABCDE00002,34370,4934,Component1_SensorJ_exceededLimit,1,1
1691,ABCDE00002,34372,4954,Component20_maxSensorC_High,1,1
1692,ABCDE00002,34374,4973,Component23_FluidB_SensorA_High,1,2
1693,ABCDE00002,34374,4973,Component13_SensorB_Low,1,3
1694,ABCDE00002,34374,4973,Component16_FluidB_SensorA_High,1,2
1695,ABCDE00002,34376,4993,Component22_maxSensorC_High,1,1
1696,ABCDE00002,34376,4993,Component13_SensorB_Low,1,3
1697,ABCDE00002,34376,4993,Component20_maxSensorC_High,1,1
1698,ABCDE00002,34378,5012,Component20_maxSensorC_High,1,1
1699,ABCDE00002,34380,5031,Component2_discreteSensorH_Up,1,2
1700,ABCDE00002,34380,5031,Component20_maxSensorC_High,3,1
1701,ABCDE00002,34380,5031,Component20_maxSensorC_High,1,1
1702,ABCDE00002,34380,5031,Component20_maxSensorC_High,2,1
1703,ABCDE00002,34382,5051,Component22_maxSensorC_High,1,1
1704,ABCDE00002,34382,5051,Component22_maxSensorC_High,3,1
1705,ABCDE00002,34382,5051,Component22_maxSensorC_High,1,1
1706,ABCDE00002,34382,5051,Component22_maxSensorC_High,1,1
1707,ABCDE00002,34382,5051,Component22_maxSensorC_High,2,2
1708,ABCDE00002,34382,5051,Component22_maxSensorC_High,1,2
1709,ABCDE00002,34382,5051,Component22_maxSensorC_High,2,1
1710,ABCDE00002,34382,5051,Component13_SensorB_Low,1,3
1711,ABCDE00002,34382,5051,Component20_maxSensorC_High,12,1
1712,ABCDE00002,34382,5051,Component20_maxSensorC_High,1,1
1713,ABCDE00002,34382,5051,Component20_maxSensorC_High,3,1
1714,ABCDE00002,34382,5051,Component20_maxSensorC_High,1,2
1715,ABCDE00002,34382,5051,Component20_maxSensorC_High,6,1
1716,ABCDE00002,34382,5051,Component20_maxSensorC_High,4,2
1717,ABCDE00002,34382,5051,Component20_maxSensorC_High,4,2
1718,ABCDE00002,34382,5051,Component20_maxSensorC_High,6,1
1719,ABCDE00002,34382,5051,Component20_maxSensorC_High,3,1
1720,ABCDE00002,34382,5051,Component20_maxSensorC_High,2,2
1721,ABCDE00002,34382,5051,Component20_maxSensorC_High,1,1
1722,ABCDE00002,34382,5051,Component21_maxSensorC_High,1,1
1723,ABCDE00002,34382,5051,Component1_SensorJ_exceededLimit,1,1
1724,ABCDE00002,34382,5051,Component1_SensorJ_exceededLimit,1,1
1725,ABCDE00002,34382,5051,Component1_SensorJ_exceededLimit,2,1
1726,ABCDE00002,34384,5070,Component22_maxSensorC_High,5,1
1727,ABCDE00002,34384,5070,Component22_maxSensorC_High,6,1
1728,ABCDE00002,34384,5070,Component22_maxSensorC_High,3,2
1729,ABCDE00002,34384,5070,Component22_maxSensorC_High,1,1
1730,ABCDE00002,34384,5070,Component22_maxSensorC_High,4,2
1731,ABCDE00002,34384,5070,Component22_maxSensorC_High,3,1
1732,ABCDE00002,34384,5070,Component22_maxSensorC_High,3,1
1733,ABCDE00002,34384,5070,Component22_maxSensorC_High,2,1
1734,ABCDE00002,34384,5070,Component22_maxSensorC_High,2,1
1735,ABCDE00002,34384,5070,Component22_maxSensorC_High,2,2
1736,ABCDE00002,34384,5070,Component22_maxSensorC_High,7,1
1737,ABCDE00002,34384,5070,Component22_maxSensorC_High,1,2
1738,ABCDE00002,34384,5070,Component22_maxSensorC_High,3,2
1739,ABCDE00002,34384,5070,Component22_maxSensorC_High,1,1
1740,ABCDE00002,34384,5070,Component22_maxSensorC_High,5,1
1741,ABCDE00002,34384,5070,Component22_maxSensorC_High,2,2
1742,ABCDE00002,34384,5070,Component22_maxSensorC_High,1,2
1743,ABCDE00002,34384,5070,Component22_maxSensorC_High,2,2
1744,ABCDE00002,34384,5070,Component20_maxSensorC_High,5,2
1745,ABCDE00002,34384,5070,Component20_maxSensorC_High,1,2
1746,ABCDE00002,34384,5070,Component20_maxSensorC_High,1,1
1747,ABCDE00002,34384,5070,Component20_maxSensorC_High,16,1
1748,ABCDE00002,34384,5070,Component20_maxSensorC_High,5,1
1749,ABCDE00002,34384,5070,Component20_maxSensorC_High,5,1
1750,ABCDE00002,34384,5070,Component20_maxSensorC_High,3,2
1751,ABCDE00002,34384,5070,Component20_maxSensorC_High,9,1
1752,ABCDE00002,34384,5070,Component20_maxSensorC_High,1,2
1753,ABCDE00002,34384,5070,Component20_maxSensorC_High,10,1
1754,ABCDE00002,34384,5070,Component20_maxSensorC_High,5,1
1755,ABCDE00002,34384,5070,Component20_maxSensorC_High,4,2
1756,ABCDE00002,34384,5070,Component20_maxSensorC_High,8,1
1757,ABCDE00002,34384,5070,Component20_maxSensorC_High,4,2
1758,ABCDE00002,34384,5070,Component20_maxSensorC_High,11,2
1759,ABCDE00002,34384,5070,Component20_maxSensorC_High,3,2
1760,ABCDE00002,34384,5070,Component20_maxSensorC_High,4,1
1761,ABCDE00002,34384,5070,Component20_maxSensorC_High,6,1
1762,ABCDE00002,34384,5070,Component20_maxSensorC_High,5,1
1763,ABCDE00002,34384,5070,Component20_maxSensorC_High,4,2
1764,ABCDE00002,34384,5070,Component20_maxSensorC_High,5,1
1765,ABCDE00002,34384,5070,Component21_maxSensorC_High,1,1
1766,ABCDE00002,34384,5070,Component21_maxSensorC_High,2,1
1767,ABCDE00002,34384,5070,Component21_maxSensorC_High,1,1
1768,ABCDE00002,34384,5070,Component21_maxSensorC_High,1,2
1769,ABCDE00002,34384,5070,Component21_maxSensorC_High,1,1
1770,ABCDE00002,34386,5090,Component2_discreteSensorH_Up,1,2
1771,ABCDE00002,34386,5090,Component12_FluidC_SensorB_Low,1,2
1772,ABCDE00002,34386,5090,Component22_maxSensorC_High,6,1
1773,ABCDE00002,34386,5090,Component22_maxSensorC_High,3,1
1774,ABCDE00002,34386,5090,Component22_maxSensorC_High,2,2
1775,ABCDE00002,34386,5090,Component22_maxSensorC_High,3,2
1776,ABCDE00002,34386,5090,Component22_maxSensorC_High,1,2
1777,ABCDE00002,34386,5090,Component22_maxSensorC_High,5,1
1778,ABCDE00002,34386,5090,Component22_maxSensorC_High,11,1
1779,ABCDE00002,34386,5090,Component22_maxSensorC_High,4,1
1780,ABCDE00002,34386,5090,Component22_maxSensorC_High,4,2
1781,ABCDE00002,34386,5090,Component22_maxSensorC_High,3,2
1782,ABCDE00002,34386,5090,Component22_maxSensorC_High,4,2
1783,ABCDE00002,34386,5090,Component22_maxSensorC_High,2,2
1784,ABCDE00002,34386,5090,Component22_maxSensorC_High,1,1
1785,ABCDE00002,34386,5090,Component22_maxSensorC_High,5,2
1786,ABCDE00002,34386,5090,Component13_SensorB_Low,1,3
1787,ABCDE00002,34386,5090,Component8_SensorB_Low,1,3
1788,ABCDE00002,34386,5090,Component24_maxSensorC_High,2,1
1789,ABCDE00002,34386,5090,Component24_maxSensorC_High,1,1
1790,ABCDE00002,34386,5090,Component24_maxSensorC_High,1,1
1791,ABCDE00002,34386,5090,Component20_maxSensorC_High,3,1
1792,ABCDE00002,34386,5090,Component20_maxSensorC_High,5,1
1793,ABCDE00002,34386,5090,Component24_maxSensorC_High,1,2
1794,ABCDE00002,34386,5090,Component24_maxSensorC_High,2,1
1795,ABCDE00002,34386,5090,Component24_maxSensorC_High,4,1
1796,ABCDE00002,34386,5090,Component20_maxSensorC_High,4,1
1797,ABCDE00002,34386,5090,Component20_maxSensorC_High,4,1
1798,ABCDE00002,34386,5090,Component20_maxSensorC_High,1,1
1799,ABCDE00002,34386,5090,Component20_maxSensorC_High,2,1
1800,ABCDE00002,34386,5090,Component21_maxSensorC_High,1,1
1801,ABCDE00002,34388,5109,Component2_discreteSensorH_Up,1,2
1802,ABCDE00002,34388,5109,Component27_SensorA_High,1,2
1803,ABCDE00002,34388,5109,Component12_FluidC_SensorB_Low,1,2
1804,ABCDE00002,34388,5109,Component22_maxSensorC_High,1,1
1805,ABCDE00002,34388,5109,Component22_maxSensorC_High,6,2
1806,ABCDE00002,34388,5109,Component22_maxSensorC_High,4,1
1807,ABCDE00002,34388,5109,Component22_maxSensorC_High,3,1
1808,ABCDE00002,34388,5109,Component22_maxSensorC_High,11,1
1809,ABCDE00002,34388,5109,Component22_maxSensorC_High,1,1
1810,ABCDE00002,34388,5109,Component22_maxSensorC_High,3,2
1811,ABCDE00002,34388,5109,Component22_maxSensorC_High,3,1
1812,ABCDE00002,34388,5109,Component22_maxSensorC_High,4,2
1813,ABCDE00002,34388,5109,Component22_maxSensorC_High,6,1
1814,ABCDE00002,34388,5109,Component22_maxSensorC_High,12,1
1815,ABCDE00002,34388,5109,Component22_maxSensorC_High,3,1
1816,ABCDE00002,34388,5109,Component22_maxSensorC_High,1,2
1817,ABCDE00002,34388,5109,Component24_maxSensorC_High,1,1
1818,ABCDE00002,34388,5109,Component24_maxSensorC_High,2,2
1819,ABCDE00002,34388,5109,Component24_maxSensorC_High,2,1
1820,ABCDE00002,34388,5109,Component24_maxSensorC_High,4,1
1821,ABCDE00002,34388,5109,Component24_maxSensorC_High,4,1
1822,ABCDE00002,34388,5109,Component24_maxSensorC_High,2,1
1823,ABCDE00002,34388,5109,Component24_maxSensorC_High,4,1
1824,ABCDE00002,34388,5109,Component24_maxSensorC_High,2,2
1825,ABCDE00002,34388,5109,Component24_maxSensorC_High,3,1
1826,ABCDE00002,34388,5109,Component24_maxSensorC_High,2,1
1827,ABCDE00002,34388,5109,Component24_maxSensorC_High,1,1
1828,ABCDE00002,34388,5109,Component20_maxSensorC_High,9,1
1829,ABCDE00002,34388,5109,Component24_maxSensorC_High,3,1
1830,ABCDE00002,34388,5109,Component24_maxSensorC_High,1,1
1831,ABCDE00002,34388,5109,Component24_maxSensorC_High,1,2
1832,ABCDE00002,34388,5109,Component20_maxSensorC_High,3,1
1833,ABCDE00002,34388,5109,Component24_maxSensorC_High,6,1
1834,ABCDE00002,34388,5109,Component20_maxSensorC_High,2,1
1835,ABCDE00002,34388,5109,Component20_maxSensorC_High,5,2
1836,ABCDE00002,34388,5109,Component20_maxSensorC_High,3,2
1837,ABCDE00002,34388,5109,Component20_maxSensorC_High,3,1
1838,ABCDE00002,34388,5109,Component20_maxSensorC_High,15,2
1839,ABCDE00002,34388,5109,Component20_maxSensorC_High,1,2
1840,ABCDE00002,34388,5109,Component20_maxSensorC_High,2,1
1841,ABCDE00002,34388,5109,Component20_maxSensorC_High,2,1
1842,ABCDE00002,34388,5109,Component20_maxSensorC_High,2,1
1843,ABCDE00002,34388,5109,Component21_maxSensorC_High,2,1
1844,ABCDE00002,34388,5109,Component21_maxSensorC_High,1,2
1845,ABCDE00002,34390,5129,Component27_SensorA_High,1,2
1846,ABCDE00002,34390,5129,Component22_maxSensorC_High,6,1
1847,ABCDE00002,34390,5129,Component22_maxSensorC_High,3,1
1848,ABCDE00002,34390,5129,Component22_maxSensorC_High,1,2
1849,ABCDE00002,34390,5129,Component22_maxSensorC_High,4,1
1850,ABCDE00002,34390,5129,Component22_maxSensorC_High,7,2
1851,ABCDE00002,34390,5129,Component22_maxSensorC_High,1,1
1852,ABCDE00002,34390,5129,Component22_maxSensorC_High,1,1
1853,ABCDE00002,34390,5129,Component22_maxSensorC_High,3,2
1854,ABCDE00002,34390,5129,Component24_maxSensorC_High,2,1
1855,ABCDE00002,34390,5129,Component24_maxSensorC_High,4,2
1856,ABCDE00002,34390,5129,Component24_maxSensorC_High,1,1
1857,ABCDE00002,34390,5129,Component24_maxSensorC_High,2,1
1858,ABCDE00002,34390,5129,Component20_maxSensorC_High,2,1
1859,ABCDE00002,34390,5129,Component24_maxSensorC_High,3,1
1860,ABCDE00002,34390,5129,Component24_maxSensorC_High,2,1
1861,ABCDE00002,34390,5129,Component24_maxSensorC_High,3,1
1862,ABCDE00002,34390,5129,Component24_maxSensorC_High,1,1
1863,ABCDE00002,34390,5129,Component24_maxSensorC_High,2,1
1864,ABCDE00002,34390,5129,Component24_maxSensorC_High,4,1
1865,ABCDE00002,34390,5129,Component20_maxSensorC_High,2,2
1866,ABCDE00002,34390,5129,Component20_maxSensorC_High,8,1
1867,ABCDE00002,34390,5129,Component20_maxSensorC_High,4,2
1868,ABCDE00002,34390,5129,Component20_maxSensorC_High,5,1
1869,ABCDE00002,34390,5129,Component20_maxSensorC_High,1,1
1870,ABCDE00002,34390,5129,Component20_maxSensorC_High,2,2
1871,ABCDE00002,34390,5129,Component20_maxSensorC_High,3,2
1872,ABCDE00002,34390,5129,Component21_maxSensorC_High,1,1
1873,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1874,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1875,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1876,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1877,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1878,ABCDE00002,34392,5148,Component22_maxSensorC_High,2,2
1879,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1880,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1881,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,2
1882,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1883,ABCDE00002,34392,5148,Component22_maxSensorC_High,9,2
1884,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,2
1885,ABCDE00002,34392,5148,Component22_maxSensorC_High,8,2
1886,ABCDE00002,34392,5148,Component22_maxSensorC_High,1,1
1887,ABCDE00002,34392,5148,Component24_maxSensorC_High,4,1
1888,ABCDE00002,34392,5148,Component24_maxSensorC_High,3,1
1889,ABCDE00002,34392,5148,Component24_maxSensorC_High,3,2
1890,ABCDE00002,34392,5148,Component24_maxSensorC_High,3,2
1891,ABCDE00002,34392,5148,Component24_maxSensorC_High,5,2
1892,ABCDE00002,34392,5148,Component24_maxSensorC_High,13,1
1893,ABCDE00002,34392,5148,Component24_maxSensorC_High,2,2
1894,ABCDE00002,34392,5148,Component24_maxSensorC_High,4,2
1895,ABCDE00002,34392,5148,Component24_maxSensorC_High,1,1
1896,ABCDE00002,34392,5148,Component24_maxSensorC_High,7,1
1897,ABCDE00002,34392,5148,Component24_maxSensorC_High,8,1
1898,ABCDE00002,34392,5148,Component24_maxSensorC_High,7,1
1899,ABCDE00002,34392,5148,Component24_maxSensorC_High,5,1
1900,ABCDE00002,34392,5148,Component24_maxSensorC_High,1,2
1901,ABCDE00002,34392,5148,Component24_maxSensorC_High,1,2
1902,ABCDE00002,34392,5148,Component24_maxSensorC_High,6,1
1903,ABCDE00002,34392,5148,Component20_maxSensorC_High,1,1
1904,ABCDE00002,34392,5148,Component20_maxSensorC_High,1,1
1905,ABCDE00002,34392,5148,Component20_maxSensorC_High,2,1
1906,ABCDE00002,34392,5148,Component20_maxSensorC_High,3,2
1907,ABCDE00002,34392,5148,Component20_maxSensorC_High,4,2
1908,ABCDE00002,34392,5148,Component20_maxSensorC_High,3,1
1909,ABCDE00002,34392,5148,Component20_maxSensorC_High,2,2
1910,ABCDE00002,34392,5148,Component20_maxSensorC_High,1,1
1911,ABCDE00002,34392,5148,Component20_maxSensorC_High,1,1
1912,ABCDE00002,34392,5148,Component20_maxSensorC_High,1,2
1913,ABCDE00002,34394,5168,Component22_maxSensorC_High,8,2
1914,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1915,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1916,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1917,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1918,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1919,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1920,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,2
1921,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1922,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1923,ABCDE00002,34394,5168,Component22_maxSensorC_High,4,2
1924,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1925,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1926,ABCDE00002,34394,5168,Component22_maxSensorC_High,2,2
1927,ABCDE00002,34394,5168,Component22_maxSensorC_High,6,2
1928,ABCDE00002,34394,5168,Component22_maxSensorC_High,1,1
1929,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1930,ABCDE00002,34394,5168,Component24_maxSensorC_High,2,2
1931,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,2
1932,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1933,ABCDE00002,34394,5168,Component20_maxSensorC_High,1,1
1934,ABCDE00002,34394,5168,Component24_maxSensorC_High,4,2
1935,ABCDE00002,34394,5168,Component24_maxSensorC_High,3,2
1936,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1937,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1938,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1939,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1940,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1941,ABCDE00002,34394,5168,Component24_maxSensorC_High,3,2
1942,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1943,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1944,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,2
1945,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1946,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1947,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1948,ABCDE00002,34394,5168,Component24_maxSensorC_High,2,2
1949,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1950,ABCDE00002,34394,5168,Component24_maxSensorC_High,3,2
1951,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1952,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1953,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,2
1954,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1955,ABCDE00002,34394,5168,Component20_maxSensorC_High,1,2
1956,ABCDE00002,34394,5168,Component20_maxSensorC_High,1,2
1957,ABCDE00002,34394,5168,Component20_maxSensorC_High,1,2
1958,ABCDE00002,34394,5168,Component24_maxSensorC_High,1,1
1959,ABCDE00002,34394,5168,Component20_maxSensorC_High,1,1
1960,ABCDE00002,34394,5168,Component20_maxSensorC_High,2,2
